Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg
East,2016-09-04,2016-08-29,2016-09-04,124,72,0,0.0,7.225714285714285,22.958571428571425,84.78428571428572
East,2016-09-11,2016-09-05,2016-09-11,0,0,0,0.0,5.428571428571429,23.32428571428571,84.32714285714285
East,2016-09-18,2016-09-12,2016-09-18,410,143,3,2.097902097902098,10.137142857142859,22.231428571428573,85.28999999999999
East,2016-09-25,2016-09-19,2016-09-25,40,10,0,0.0,6.6000000000000005,22.404285714285713,87.88714285714285
East,2016-10-02,2016-09-26,2016-10-02,324,156,3,1.9230769230769231,8.797142857142857,22.919999999999998,85.92571428571429
East,2016-10-09,2016-10-03,2016-10-09,98,20,0,0.0,7.0214285714285705,22.96571428571428,86.39428571428572
East,2016-10-16,2016-10-10,2016-10-16,62,0,0,0.0,5.711428571428572,23.414285714285718,82.80714285714285
East,2016-10-23,2016-10-17,2016-10-23,157,52,1,1.9230769230769231,2.4857142857142853,23.189999999999998,82.67999999999999
East,2016-10-30,2016-10-24,2016-10-30,0,0,0,0.0,4.720000000000001,23.12857142857143,85.55857142857144
East,2016-11-06,2016-10-31,2016-11-06,184,0,0,0.0,3.2328571428571427,23.215714285714284,84.71000000000001
East,2016-11-13,2016-11-07,2016-11-13,0,0,0,0.0,0.9585714285714284,22.962857142857143,79.25571428571428
East,2016-11-20,2016-11-14,2016-11-20,57,13,0,0.0,1.6671428571428568,23.06142857142857,83.75142857142855
East,2016-11-27,2016-11-21,2016-11-27,0,0,0,0.0,1.78,23.721428571428568,80.81285714285714
East,2016-12-04,2016-11-28,2016-12-04,34,0,0,0.0,2.5,23.73428571428571,80.31857142857143
East,2016-12-11,2016-12-05,2016-12-11,0,0,0,0.0,0.15571428571428572,23.157142857142855,77.77
East,2016-12-18,2016-12-12,2016-12-18,0,0,0,0.0,0.05714285714285715,23.21142857142857,71.68428571428572
East,2016-12-25,2016-12-19,2016-12-25,0,0,0,0.0,0.018571428571428572,23.148571428571433,68.94
East,2017-01-01,2016-12-26,2017-01-01,37,0,0,0.0,0.0,22.330000000000002,64.01
East,2017-01-08,2017-01-02,2017-01-08,0,0,0,0.0,0.0,22.92571428571429,60.80857142857143
East,2017-01-15,2017-01-09,2017-01-15,0,0,0,0.0,0.0,24.017142857142858,60.962857142857146
East,2017-01-22,2017-01-16,2017-01-22,0,0,0,0.0,0.14857142857142858,25.131428571428568,63.14714285714286
East,2017-01-29,2017-01-23,2017-01-29,0,0,0,0.0,0.48714285714285716,24.927142857142858,71.97
East,2017-02-05,2017-01-30,2017-02-05,0,0,0,0.0,0.08,25.27,60.31428571428571
East,2017-02-12,2017-02-06,2017-02-12,16,0,0,0.0,0.01,25.050000000000004,47.295714285714276
East,2017-02-19,2017-02-13,2017-02-19,0,0,0,0.0,0.0,24.66571428571428,46.888571428571424
East,2017-02-26,2017-02-20,2017-02-26,13,3,0,0.0,0.10571428571428572,26.43,54.54142857142857
East,2017-03-05,2017-02-27,2017-03-05,13,0,0,0.0,0.20857142857142857,26.694285714285712,56.39
East,2017-03-12,2017-03-06,2017-03-12,109,38,1,2.631578947368421,1.4671428571428573,25.85285714285714,67.48714285714286
East,2017-03-19,2017-03-13,2017-03-19,0,0,0,0.0,0.8400000000000001,26.59714285714286,63.85
East,2017-03-26,2017-03-20,2017-03-26,0,0,0,0.0,2.232857142857143,25.665714285714284,73.9857142857143
East,2017-04-02,2017-03-27,2017-04-02,148,23,0,0.0,4.254285714285715,25.428571428571427,75.81142857142856
East,2017-04-09,2017-04-03,2017-04-09,0,0,0,0.0,3.552857142857143,24.892857142857142,78.06857142857143
East,2017-04-16,2017-04-10,2017-04-16,19,7,0,0.0,7.321428571428571,24.675714285714285,82.01571428571428
East,2017-04-23,2017-04-17,2017-04-23,28,10,0,0.0,8.411428571428571,24.5,81.26857142857143
East,2017-04-30,2017-04-24,2017-04-30,35,0,0,0.0,1.5685714285714287,24.25857142857143,82.12428571428572
East,2017-05-07,2017-05-01,2017-05-07,80,50,1,2.0,3.6485714285714286,23.594285714285714,83.82142857142857
East,2017-05-14,2017-05-08,2017-05-14,162,44,1,2.272727272727273,4.574285714285715,24.367142857142856,83.04285714285716
East,2017-05-21,2017-05-15,2017-05-21,86,29,0,0.0,5.159999999999999,24.0,82.5457142857143
East,2017-05-28,2017-05-22,2017-05-28,130,22,0,0.0,9.872857142857143,24.025714285714287,82.01714285714286
East,2017-06-04,2017-05-29,2017-06-04,0,0,0,0.0,3.912857142857143,23.912857142857145,83.82428571428572
East,2017-06-11,2017-06-05,2017-06-11,71,45,0,0.0,4.1657142857142855,24.244285714285716,83.17714285714285
East,2017-06-18,2017-06-12,2017-06-18,0,0,0,0.0,7.685714285714286,23.125714285714285,85.18714285714285
East,2017-06-25,2017-06-19,2017-06-25,0,0,0,0.0,4.485714285714286,23.111428571428572,83.36571428571429
East,2017-07-02,2017-06-26,2017-07-02,67,38,1,2.631578947368421,3.755714285714286,22.917142857142856,84.03285714285714
East,2017-07-09,2017-07-03,2017-07-09,204,98,2,2.0408163265306123,3.942857142857143,22.52,84.76285714285714
East,2017-07-16,2017-07-10,2017-07-16,31,14,0,0.0,10.912857142857144,22.458571428571428,84.5957142857143
East,2017-07-23,2017-07-17,2017-07-23,181,109,1,0.9174311926605504,24.231428571428577,22.898571428571426,84.50571428571429
East,2017-07-30,2017-07-24,2017-07-30,75,0,0,0.0,5.905714285714287,22.81714285714286,84.95857142857142
East,2017-08-06,2017-07-31,2017-08-06,416,123,3,2.4390243902439024,15.59142857142857,22.428571428571427,87.24428571428572
East,2017-08-13,2017-08-07,2017-08-13,0,0,0,0.0,3.7628571428571433,22.934285714285714,81.70714285714284
East,2017-08-20,2017-08-14,2017-08-20,0,0,0,0.0,3.5742857142857143,22.752857142857145,85.24428571428571
East,2017-08-27,2017-08-21,2017-08-27,0,0,0,0.0,6.507142857142858,22.314285714285713,86.07000000000002
East,2017-09-03,2017-08-28,2017-09-03,71,0,0,0.0,8.925714285714283,22.291428571428575,87.34142857142857
East,2017-09-10,2017-09-04,2017-09-10,67,31,0,0.0,5.054285714285714,22.417142857142856,85.19285714285715
East,2017-09-17,2017-09-11,2017-09-17,142,13,0,0.0,9.097142857142858,22.48714285714286,86.75
East,2017-09-24,2017-09-18,2017-09-24,391,164,2,1.2195121951219512,6.49,23.21,83.75999999999999
East,2017-10-01,2017-09-25,2017-10-01,205,0,0,0.0,6.8100000000000005,22.49285714285714,85.79571428571428
East,2017-10-08,2017-10-02,2017-10-08,362,29,1,3.4482758620689653,10.80142857142857,23.33142857142857,83.74857142857142
East,2017-10-15,2017-10-09,2017-10-15,252,109,2,1.834862385321101,3.205714285714286,22.80142857142857,85.1457142857143
East,2017-10-22,2017-10-16,2017-10-22,3,1,0,0.0,8.968571428571428,23.611428571428572,85.04714285714286
East,2017-10-29,2017-10-23,2017-10-29,60,0,0,0.0,2.6971428571428575,23.034285714285716,86.36714285714285
East,2017-11-05,2017-10-30,2017-11-05,37,17,0,0.0,3.0985714285714283,22.56,85.3157142857143
East,2017-11-12,2017-11-06,2017-11-12,0,0,0,0.0,1.27,22.83285714285714,82.97000000000001
East,2017-11-19,2017-11-13,2017-11-19,0,0,0,0.0,2.9814285714285718,23.294285714285714,83.95142857142858
East,2017-11-26,2017-11-20,2017-11-26,31,9,0,0.0,1.5,22.304285714285715,79.78714285714285
East,2017-12-03,2017-11-27,2017-12-03,0,0,0,0.0,0.61,22.400000000000002,74.9442857142857
East,2017-12-10,2017-12-04,2017-12-10,40,22,0,0.0,0.037142857142857144,23.25142857142857,74.97142857142856
East,2017-12-17,2017-12-11,2017-12-17,0,0,0,0.0,0.10428571428571429,23.422857142857143,74.45285714285714
East,2017-12-24,2017-12-18,2017-12-24,130,51,1,1.96078431372549,0.6142857142857144,23.96285714285714,71.76428571428572
East,2017-12-31,2017-12-25,2017-12-31,0,0,0,0.0,0.005714285714285714,22.731428571428573,63.53285714285715
East,2018-08-26,2018-08-20,2018-08-26,230,145,1,0.6896551724137931,6.595714285714285,22.10714285714286,86.53285714285714
East,2019-12-29,2018-12-31,2019-12-29,12,0,0,0.0,4.2385164835164835,23.549258241758242,78.71642857142857
Far North,2010-01-10,2010-01-04,2010-01-10,186,43,0,0.0,0.0,25.154285714285713,13.404285714285717
Far North,2010-01-17,2010-01-11,2010-01-17,62,31,0,0.0,0.0,25.830000000000002,14.358571428571429
Far North,2010-01-24,2010-01-18,2010-01-24,73,35,0,0.0,0.0,24.84142857142857,16.852857142857143
Far North,2010-01-31,2010-01-25,2010-01-31,0,0,0,0.0,0.0,29.279999999999998,15.941428571428572
Far North,2010-02-07,2010-02-01,2010-02-07,49,4,0,0.0,0.0,27.254285714285714,14.282857142857141
Far North,2010-02-14,2010-02-08,2010-02-14,57,31,0,0.0,0.0,28.562857142857148,11.681428571428572
Far North,2010-02-21,2010-02-15,2010-02-21,111,25,1,4.0,0.0,31.911428571428576,11.485714285714286
Far North,2010-02-28,2010-02-22,2010-02-28,138,34,1,2.941176470588235,0.0,30.81714285714285,10.145714285714288
Far North,2010-03-07,2010-03-01,2010-03-07,98,30,0,0.0,0.0,29.464285714285715,9.132857142857144
Far North,2010-03-14,2010-03-08,2010-03-14,127,29,0,0.0,0.005714285714285714,32.44571428571429,15.667142857142855
Far North,2010-03-21,2010-03-15,2010-03-21,373,163,8,4.9079754601227,0.03285714285714286,30.881428571428575,24.08285714285714
Far North,2010-03-28,2010-03-22,2010-03-28,92,24,0,0.0,0.0,28.82714285714286,10.597142857142858
Far North,2010-04-04,2010-03-29,2010-04-04,100,25,1,4.0,0.0,30.847142857142853,8.501428571428571
Far North,2010-04-11,2010-04-05,2010-04-11,92,26,0,0.0,0.3985714285714286,32.59857142857143,15.068571428571428
Far North,2010-04-18,2010-04-12,2010-04-18,287,140,2,1.4285714285714286,2.052857142857143,33.46,36.99857142857143
Far North,2010-04-25,2010-04-19,2010-04-25,189,26,1,3.8461538461538463,0.8542857142857143,33.354285714285716,41.51571428571429
Far North,2010-05-02,2010-04-26,2010-05-02,620,25,0,0.0,2.0114285714285716,30.59142857142857,55.854285714285716
Far North,2010-05-09,2010-05-03,2010-05-09,211,78,2,2.564102564102564,0.4785714285714286,31.792857142857137,50.01
Far North,2010-05-16,2010-05-10,2010-05-16,280,92,2,2.1739130434782608,0.6314285714285715,34.308571428571426,43.02571428571428
Far North,2010-05-23,2010-05-17,2010-05-23,335,41,0,0.0,0.45999999999999996,33.261428571428574,46.11
Far North,2010-05-30,2010-05-24,2010-05-30,503,119,6,5.042016806722689,1.4142857142857141,32.465714285714284,49.63428571428572
Far North,2010-06-06,2010-05-31,2010-06-06,565,256,8,3.125,5.378571428571428,29.15428571428572,64.98142857142858
Far North,2010-06-13,2010-06-07,2010-06-13,402,243,8,3.292181069958848,3.8514285714285714,29.322857142857146,61.53000000000001
Far North,2010-06-20,2010-06-14,2010-06-20,218,82,3,3.658536585365853,3.2471428571428573,29.830000000000002,61.07142857142857
Far North,2010-06-27,2010-06-21,2010-06-27,476,212,5,2.358490566037736,4.837142857142857,28.761428571428574,66.83857142857143
Far North,2010-07-04,2010-06-28,2010-07-04,464,203,8,3.940886699507389,2.18,28.548571428571428,64.22999999999999
Far North,2010-07-11,2010-07-05,2010-07-11,664,221,8,3.619909502262444,4.897142857142858,27.36428571428571,70.52142857142857
Far North,2010-07-18,2010-07-12,2010-07-18,1164,460,11,2.391304347826087,5.968571428571429,26.43857142857143,75.67571428571429
Far North,2010-07-25,2010-07-19,2010-07-25,1142,353,12,3.39943342776204,8.69142857142857,24.54714285714286,84.35000000000001
Far North,2010-08-01,2010-07-26,2010-08-01,651,104,3,2.8846153846153846,5.104285714285715,24.697142857142858,84.64
Far North,2010-08-08,2010-08-02,2010-08-08,1310,360,23,6.388888888888888,7.255714285714286,25.427142857142858,85.00714285714287
Far North,2010-08-15,2010-08-09,2010-08-15,1364,366,15,4.098360655737705,5.958571428571429,24.73714285714286,83.25571428571428
Far North,2010-08-22,2010-08-16,2010-08-22,1413,444,25,5.63063063063063,8.959999999999999,25.205714285714286,85.00285714285714
Far North,2010-08-29,2010-08-23,2010-08-29,1302,425,24,5.647058823529412,15.598571428571429,24.714285714285715,87.03
Far North,2010-09-05,2010-08-30,2010-09-05,1224,451,20,4.434589800443459,3.7728571428571427,24.665714285714284,88.03714285714285
Far North,2010-09-12,2010-09-06,2010-09-12,1167,454,24,5.286343612334802,2.3042857142857143,24.76428571428571,85.02285714285715
Far North,2010-09-19,2010-09-13,2010-09-19,1434,537,16,2.97951582867784,4.642857142857143,25.384285714285713,81.75714285714287
Far North,2010-09-26,2010-09-20,2010-09-26,1032,366,10,2.73224043715847,2.005714285714286,25.077142857142853,83.92571428571429
Far North,2010-10-10,2010-10-04,2010-10-10,1276,292,10,3.424657534246576,3.528571428571429,25.96,78.5942857142857
Far North,2010-10-17,2010-10-11,2010-10-17,667,281,12,4.270462633451958,0.7285714285714286,26.751428571428573,75.85142857142856
Far North,2010-10-24,2010-10-18,2010-10-24,1041,515,10,1.9417475728155336,2.637142857142858,26.101428571428574,79.09142857142857
Far North,2010-10-31,2010-10-25,2010-10-31,891,417,9,2.158273381294964,0.028571428571428574,26.844285714285714,70.66428571428571
Far North,2010-11-07,2010-11-01,2010-11-07,521,101,4,3.96039603960396,0.005714285714285714,27.502857142857145,55.25142857142857
Far North,2010-11-14,2010-11-08,2010-11-14,428,160,3,1.875,0.005714285714285714,26.67142857142857,51.41142857142857
Far North,2010-11-21,2010-11-15,2010-11-21,388,114,3,2.631578947368421,0.0,27.442857142857143,43.712857142857146
Far North,2010-11-28,2010-11-22,2010-11-28,457,182,4,2.197802197802198,0.0,27.23428571428571,38.34428571428571
Far North,2010-12-05,2010-11-29,2010-12-05,229,72,2,2.7777777777777777,0.0,26.71857142857143,26.400000000000002
Far North,2010-12-12,2010-12-06,2010-12-12,236,75,2,2.666666666666667,0.0,23.31142857142857,19.611428571428576
Far North,2010-12-19,2010-12-13,2010-12-19,119,44,0,0.0,0.0,25.82428571428571,21.3
Far North,2010-12-26,2010-12-20,2010-12-26,149,21,0,0.0,0.0,24.208571428571425,15.722857142857142
Far North,2011-01-02,2010-12-27,2011-01-02,119,2,0,0.0,0.0,23.632857142857144,17.705714285714286
Far North,2011-01-09,2011-01-03,2011-01-09,117,57,1,1.7543859649122806,0.0,24.64428571428572,20.09857142857143
Far North,2011-01-16,2011-01-10,2011-01-16,105,22,0,0.0,0.0,21.724285714285713,17.174285714285713
Far North,2011-01-23,2011-01-17,2011-01-23,118,37,1,2.702702702702702,0.0,22.611428571428576,19.898571428571433
Far North,2011-01-30,2011-01-24,2011-01-30,4,1,0,0.0,0.0,27.054285714285715,12.204285714285714
Far North,2011-02-06,2011-01-31,2011-02-06,473,181,3,1.6574585635359116,0.0,29.268571428571427,15.97285714285714
Far North,2011-02-13,2011-02-07,2011-02-13,0,0,0,0.0,0.0,28.344285714285714,18.897142857142857
Far North,2011-02-20,2011-02-14,2011-02-20,177,56,2,3.571428571428571,0.0,29.27,11.88
Far North,2011-02-27,2011-02-21,2011-02-27,226,67,2,2.985074626865672,0.011428571428571429,30.252857142857142,19.492857142857144
Far North,2011-03-06,2011-02-28,2011-03-06,100,38,1,2.631578947368421,0.0,31.142857142857146,15.607142857142856
Far North,2011-03-13,2011-03-07,2011-03-13,194,0,0,0.0,0.0,30.194285714285712,10.905714285714284
Far North,2011-03-20,2011-03-14,2011-03-20,230,141,3,2.127659574468085,0.0,29.517142857142858,9.695714285714285
Far North,2011-03-27,2011-03-21,2011-03-27,212,93,1,1.0752688172043012,0.012857142857142857,31.472857142857144,10.745714285714286
Far North,2011-04-03,2011-03-28,2011-04-03,225,70,1,1.4285714285714286,0.0,31.12142857142857,10.162857142857144
Far North,2011-04-10,2011-04-04,2011-04-10,281,57,1,1.7543859649122806,0.1557142857142857,31.205714285714286,11.184285714285712
Far North,2011-04-17,2011-04-11,2011-04-17,119,46,0,0.0,0.021428571428571432,33.07714285714286,19.770000000000003
Far North,2011-04-24,2011-04-18,2011-04-24,227,0,0,0.0,0.27714285714285714,34.61000000000001,22.05857142857143
Far North,2011-05-01,2011-04-25,2011-05-01,118,0,0,0.0,0.5271428571428572,33.160000000000004,42.39857142857143
Far North,2011-05-08,2011-05-02,2011-05-08,279,122,4,3.278688524590164,0.34857142857142864,33.824285714285715,39.82
Far North,2011-05-15,2011-05-09,2011-05-15,473,192,4,2.083333333333333,0.22428571428571428,32.410000000000004,44.39285714285713
Far North,2011-05-22,2011-05-16,2011-05-22,482,194,4,2.061855670103093,3.238571428571428,31.515714285714285,48.962857142857146
Far North,2011-05-29,2011-05-23,2011-05-29,496,71,1,1.4084507042253522,1.6314285714285712,29.099999999999998,61.244285714285716
Far North,2011-06-05,2011-05-30,2011-06-05,409,142,2,1.4084507042253522,2.8300000000000005,31.027142857142856,55.72714285714286
Far North,2011-06-12,2011-06-06,2011-06-12,451,96,1,1.0416666666666663,1.714285714285714,30.21,57.951428571428565
Far North,2011-06-19,2011-06-13,2011-06-19,244,38,2,5.263157894736842,3.0371428571428574,30.047142857142855,58.51285714285715
Far North,2011-06-26,2011-06-20,2011-06-26,625,251,5,1.99203187250996,4.9471428571428575,28.65285714285714,64.23714285714286
Far North,2011-07-03,2011-06-27,2011-07-03,873,221,6,2.7149321266968327,7.074285714285714,28.212857142857143,64.46857142857142
Far North,2011-07-10,2011-07-04,2011-07-10,770,272,7,2.5735294117647056,1.3142857142857143,27.97142857142857,64.94571428571429
Far North,2011-07-17,2011-07-11,2011-07-17,1112,168,7,4.166666666666666,4.822857142857143,26.57857142857143,71.51857142857143
Far North,2011-07-24,2011-07-18,2011-07-24,575,156,5,3.205128205128205,3.802857142857143,27.062857142857144,70.60285714285715
Far North,2011-07-31,2011-07-25,2011-07-31,650,236,7,2.9661016949152543,3.051428571428571,26.697142857142858,73.2042857142857
Far North,2011-08-07,2011-08-01,2011-08-07,1012,364,15,4.12087912087912,5.638571428571429,26.448571428571427,76.42
Far North,2011-08-14,2011-08-08,2011-08-14,1545,695,16,2.302158273381295,13.112857142857143,24.939999999999998,80.87285714285714
Far North,2011-08-21,2011-08-15,2011-08-21,1053,381,7,1.837270341207349,5.7628571428571425,24.501428571428573,84.4557142857143
Far North,2011-08-28,2011-08-22,2011-08-28,1539,437,9,2.059496567505721,5.024285714285715,25.054285714285715,82.43999999999998
Far North,2011-09-04,2011-08-29,2011-09-04,1138,227,8,3.524229074889868,6.3428571428571425,25.23857142857143,81.87714285714286
Far North,2011-09-11,2011-09-05,2011-09-11,1497,531,10,1.8832391713747645,6.504285714285715,25.161428571428566,82.3457142857143
Far North,2011-09-18,2011-09-12,2011-09-18,1440,577,14,2.4263431542461005,3.8128571428571427,24.14714285714286,84.63285714285713
Far North,2011-09-25,2011-09-19,2011-09-25,843,300,10,3.333333333333333,4.1328571428571435,25.71285714285714,80.94714285714285
Far North,2011-10-02,2011-09-26,2011-10-02,746,283,8,2.826855123674912,0.9814285714285713,26.029999999999998,78.22857142857143
Far North,2011-10-09,2011-10-03,2011-10-09,664,212,4,1.8867924528301887,2.3857142857142857,26.232857142857142,76.97571428571428
Far North,2011-10-16,2011-10-10,2011-10-16,750,245,5,2.0408163265306123,0.9485714285714287,26.62,73.97714285714287
Far North,2011-10-23,2011-10-17,2011-10-23,451,129,2,1.550387596899225,0.17142857142857146,26.954285714285714,70.50571428571428
Far North,2011-10-30,2011-10-24,2011-10-30,244,95,2,2.1052631578947367,0.027142857142857146,26.938571428571432,55.199999999999996
Far North,2011-11-06,2011-10-31,2011-11-06,297,90,2,2.2222222222222223,0.0,27.16,41.779999999999994
Far North,2011-11-13,2011-11-07,2011-11-13,320,100,1,1.0,0.0,26.85,37.31428571428571
Far North,2011-11-20,2011-11-14,2011-11-20,162,43,0,0.0,0.0,26.954285714285714,24.632857142857144
Far North,2011-11-27,2011-11-21,2011-11-27,67,35,0,0.0,0.0,23.95285714285714,21.815714285714282
Far North,2011-12-04,2011-11-28,2011-12-04,22,0,0,0.0,0.0,22.640000000000004,18.63
Far North,2011-12-18,2011-12-12,2011-12-18,65,23,0,0.0,0.0,23.138571428571428,18.24
Far North,2011-12-25,2011-12-19,2011-12-25,49,0,0,0.0,0.0,24.815714285714282,17.43
Far North,2012-01-01,2011-12-26,2012-01-01,78,23,0,0.0,0.0,25.877142857142854,18.344285714285714
Far North,2012-01-08,2012-01-02,2012-01-08,0,0,0,0.0,0.0,23.461428571428574,19.42285714285714
Far North,2012-01-15,2012-01-09,2012-01-15,0,0,0,0.0,0.0,22.54428571428571,17.587142857142858
Far North,2012-01-22,2012-01-16,2012-01-22,328,86,2,2.3255813953488373,0.0,24.904285714285717,17.265714285714285
Far North,2012-01-29,2012-01-23,2012-01-29,70,28,1,3.571428571428571,0.0,27.12,12.95142857142857
Far North,2012-02-05,2012-01-30,2012-02-05,234,18,0,0.0,0.0,27.73857142857143,14.332857142857142
Far North,2012-02-12,2012-02-06,2012-02-12,44,21,0,0.0,0.0,27.782857142857136,12.45857142857143
Far North,2012-02-19,2012-02-13,2012-02-19,121,62,0,0.0,0.0,29.85571428571428,14.519999999999998
Far North,2012-02-26,2012-02-20,2012-02-26,124,9,0,0.0,0.0,30.505714285714284,13.608571428571429
Far North,2012-03-04,2012-02-27,2012-03-04,0,0,0,0.0,0.0,29.877142857142854,12.832857142857142
Far North,2012-03-11,2012-03-05,2012-03-11,66,13,0,0.0,0.0,29.862857142857145,9.432857142857143
Far North,2012-03-18,2012-03-12,2012-03-18,227,32,0,0.0,0.0,30.088571428571424,12.525714285714287
Far North,2012-03-25,2012-03-19,2012-03-25,0,0,0,0.0,0.0,29.618571428571432,7.998571428571428
Far North,2012-04-01,2012-03-26,2012-04-01,147,20,0,0.0,0.29857142857142854,30.930000000000003,8.968571428571428
Far North,2012-04-08,2012-04-02,2012-04-08,121,59,1,1.694915254237288,0.8642857142857144,33.385714285714286,20.16142857142857
Far North,2012-04-15,2012-04-09,2012-04-15,170,61,1,1.639344262295082,0.32142857142857145,33.098571428571425,34.175714285714285
Far North,2012-04-22,2012-04-16,2012-04-22,237,69,1,1.4492753623188406,0.24,32.714285714285715,40.36142857142857
Far North,2012-04-29,2012-04-23,2012-04-29,28,10,0,0.0,0.5042857142857143,33.005714285714284,31.12
Far North,2012-05-06,2012-04-30,2012-05-06,118,29,1,3.4482758620689653,0.49714285714285716,35.199999999999996,31.087142857142855
Far North,2012-05-13,2012-05-07,2012-05-13,195,69,1,1.4492753623188406,3.405714285714286,29.90857142857143,57.027142857142856
Far North,2012-05-20,2012-05-14,2012-05-20,63,37,0,0.0,1.4271428571428573,31.27285714285714,51.521428571428565
Far North,2012-05-27,2012-05-21,2012-05-27,286,90,2,2.2222222222222223,3.7542857142857144,29.844285714285718,57.19857142857143
Far North,2012-06-03,2012-05-28,2012-06-03,299,68,0,0.0,6.898571428571428,28.201428571428572,66.90571428571428
Far North,2012-06-10,2012-06-04,2012-06-10,349,122,1,0.819672131147541,4.595714285714286,27.861428571428572,70.16285714285713
Far North,2012-06-17,2012-06-11,2012-06-17,223,131,3,2.2900763358778624,6.9,27.35571428571429,73.01428571428572
Far North,2012-06-24,2012-06-18,2012-06-24,79,34,1,2.941176470588235,2.222857142857143,27.201428571428572,70.26
Far North,2012-07-01,2012-06-25,2012-07-01,267,153,6,3.92156862745098,7.201428571428571,25.73857142857143,75.32285714285713
Far North,2012-07-08,2012-07-02,2012-07-08,326,134,2,1.4925373134328357,7.5585714285714305,25.20714285714286,79.69000000000001
Far North,2012-07-15,2012-07-09,2012-07-15,219,107,2,1.8691588785046729,3.632857142857143,25.65857142857143,79.2
Far North,2012-07-22,2012-07-16,2012-07-22,164,48,1,2.083333333333333,2.7514285714285713,25.277142857142856,80.72714285714287
Far North,2012-07-29,2012-07-23,2012-07-29,231,43,1,2.3255813953488373,4.328571428571428,25.49142857142857,79.87285714285714
Far North,2012-08-05,2012-07-30,2012-08-05,271,108,1,0.9259259259259258,9.694285714285714,25.52857142857143,81.26857142857143
Far North,2012-08-12,2012-08-06,2012-08-12,132,85,2,2.3529411764705883,5.415714285714286,24.907142857142855,83.44857142857143
Far North,2012-08-19,2012-08-13,2012-08-19,325,132,3,2.272727272727273,9.35142857142857,24.10571428571428,85.7957142857143
Far North,2012-08-26,2012-08-20,2012-08-26,283,76,2,2.631578947368421,9.352857142857143,24.277142857142856,85.86428571428573
Far North,2012-09-02,2012-08-27,2012-09-02,187,0,0,0.0,8.65857142857143,25.02,82.07428571428571
Far North,2012-09-09,2012-09-03,2012-09-09,106,31,0,0.0,6.970000000000001,24.479999999999997,83.89428571428572
Far North,2012-09-16,2012-09-10,2012-09-16,442,76,2,2.631578947368421,8.785714285714286,24.752857142857142,83.80999999999999
Far North,2012-09-23,2012-09-17,2012-09-23,160,42,0,0.0,5.589999999999999,24.995714285714286,81.49857142857142
Far North,2012-09-30,2012-09-24,2012-09-30,146,15,0,0.0,2.0785714285714287,25.65857142857143,79.70857142857142
Far North,2012-10-07,2012-10-01,2012-10-07,525,125,3,2.4,3.464285714285715,25.599999999999998,81.46142857142857
Far North,2012-10-14,2012-10-08,2012-10-14,294,19,0,0.0,1.717142857142857,26.178571428571427,76.97285714285714
Far North,2012-10-21,2012-10-15,2012-10-21,275,86,1,1.162790697674419,0.6242857142857144,26.562857142857144,73.82428571428571
Far North,2012-10-28,2012-10-22,2012-10-28,205,11,0,0.0,0.21285714285714286,26.595714285714287,72.65142857142857
Far North,2012-11-04,2012-10-29,2012-11-04,336,153,2,1.30718954248366,0.0,26.277142857142856,50.36571428571428
Far North,2012-11-11,2012-11-05,2012-11-11,43,12,0,0.0,1.1042857142857143,27.014285714285712,64.18714285714285
Far North,2012-11-18,2012-11-12,2012-11-18,66,15,1,6.666666666666667,0.011428571428571429,26.85571428571428,47.34142857142856
Far North,2012-11-25,2012-11-19,2012-11-25,190,84,0,0.0,0.08857142857142859,27.75714285714286,41.15857142857143
Far North,2012-12-02,2012-11-26,2012-12-02,78,15,0,0.0,0.0014285714285714286,26.69,37.73142857142857
Far North,2012-12-09,2012-12-03,2012-12-09,117,55,0,0.0,0.0,26.759999999999998,23.998571428571427
Far North,2012-12-16,2012-12-10,2012-12-16,76,41,0,0.0,0.0,25.9,19.61285714285714
Far North,2012-12-23,2012-12-17,2012-12-23,70,0,0,0.0,0.0,24.275714285714287,19.31714285714286
Far North,2012-12-30,2012-12-24,2012-12-30,68,25,0,0.0,0.0,22.678571428571427,17.268571428571427
Far North,2013-01-06,2012-12-31,2013-01-06,107,24,0,0.0,0.0,24.752857142857142,18.242857142857144
Far North,2013-01-13,2013-01-07,2013-01-13,0,0,0,0.0,0.0,24.315714285714286,20.860000000000003
Far North,2013-01-20,2013-01-14,2013-01-20,125,51,2,3.92156862745098,0.0,27.70285714285714,16.565714285714286
Far North,2013-01-27,2013-01-21,2013-01-27,0,0,0,0.0,0.0,30.28714285714286,17.65285714285714
Far North,2013-02-03,2013-01-28,2013-02-03,116,9,0,0.0,0.0,24.957142857142856,15.424285714285714
Far North,2013-02-10,2013-02-04,2013-02-10,191,46,2,4.3478260869565215,0.0,28.300000000000004,16.244285714285716
Far North,2013-02-17,2013-02-11,2013-02-17,61,0,0,0.0,0.0,29.231428571428573,13.162857142857144
Far North,2013-02-24,2013-02-18,2013-02-24,31,20,0,0.0,0.0,30.465714285714284,14.174285714285714
Far North,2013-03-03,2013-02-25,2013-03-03,208,41,0,0.0,0.0,31.59142857142857,10.855714285714285
Far North,2013-03-10,2013-03-04,2013-03-10,177,43,1,2.3255813953488373,0.0,31.55142857142857,9.375714285714286
